Date,RestingBPM
2019-04-28,46.94901180267334
2019-04-29,46.454453468322754
2019-04-30,47.19183540344238
2019-05-01,46.083197593688965
2019-05-02,45.95591163635254
2019-05-03,45.882619857788086
2019-05-04,45.84041786193848
2019-05-05,45.30504131317139
2019-05-06,45.50784397125244
2019-05-07,46.64677047729492
2019-05-08,47.81364822387695
2019-05-09,47.463393211364746
2019-05-10,46.750638008117676
2019-05-11,46.34022808074951
2019-05-12,47.12606334686279
2019-05-13,46.55640125274658
2019-05-14,47.563963890075684
2019-05-15,46.297471046447754
2019-05-16,47.61251926422119
2019-05-17,48.369733810424805
2019-05-18,47.78359127044678
2019-05-19,47.446085929870605
2019-05-20,48.27390003204346
2019-05-21,48.75056076049805
2019-05-22,48.62598514556885
2019-06-13,49.6772346496582
2019-06-14,48.67868900299072
2019-06-15,47.839637756347656
2019-06-16,46.92009925842285
2019-06-17,46.94939041137695
2019-06-18,46.965843200683594
2019-06-19,47.487303733825684
2019-06-20,49.62847900390625
2019-06-21,49.524776458740234
2019-06-22,48.948885917663574
2019-06-23,48.111793518066406
2019-06-24,48.14621543884277
2019-06-25,47.65454578399658
2019-06-26,46.86052227020264
2019-06-27,45.892351150512695
2019-06-28,45.84601974487305
2019-06-29,45.30826282501221
2019-06-30,45.50969886779785
2019-07-01,46.13676357269287
2019-07-02,45.47567939758301
2019-07-03,45.095022201538086
2019-07-04,45.89798927307129
2019-07-05,45.84926700592041
2019-07-06,45.82121276855469
2019-07-07,45.80505847930908
2019-07-08,46.306833267211914
2019-07-09,46.08468246459961
2019-07-10,45.956767082214355
2019-07-11,45.37203598022461
2019-07-12,45.03534412384033
2019-07-13,44.841474533081055
2019-07-14,46.87839698791504
2019-07-15,47.476009368896484
2019-07-16,46.7410888671875
2019-07-17,46.84661388397217
2019-07-18,46.3943395614624
2019-07-19,45.62334156036377
2019-07-20,47.22480010986328
2019-07-21,47.63544464111328
2019-07-22,46.84968185424805
2019-07-23,45.886173248291016
2019-07-24,45.84246349334717
2019-07-25,45.81729507446289
2019-07-26,46.31387901306152
2019-07-27,46.0887393951416
2019-07-28,46.98125457763672
2019-07-29,46.47301959991455
2019-07-30,46.18037414550781
2019-07-31,46.01186656951904
2019-08-01,45.40376281738281
2019-08-02,45.56468868255615
2019-08-03,45.14627456665039
2019-08-04,45.41642475128174
2019-08-05,45.57197952270508
2019-08-06,45.15047264099121
2019-08-07,46.879573822021484
2019-08-08,47.49691200256348
2019-08-09,47.27346611022949
2019-08-10,46.60518741607666
2019-08-11,45.74213409423828
2019-08-12,44.73610877990723
2019-08-13,44.15785598754883
2019-08-14,43.82508850097656
2019-08-15,44.144615173339844
2019-08-16,45.35075664520264
2019-08-17,46.55632495880127
2019-08-18,45.71726417541504
2019-08-19,45.74520492553711
2019-08-20,45.76129341125488
2019-08-21,46.28163242340088
2019-08-22,46.07017135620117
2019-08-23,46.459486961364746
2019-08-24,46.17258167266846
2019-08-25,46.00737953186035
2019-08-26,45.91225528717041
2019-08-27,45.34640598297119
2019-08-28,45.020586013793945
2019-08-29,44.83297634124756
2019-08-30,44.213873863220215
2019-08-31,44.87954235076904
2019-09-01,44.24068641662598
2019-09-02,44.383904457092285
2019-09-03,44.466370582580566
2019-09-04,44.002779960632324
2019-09-05,43.224764823913574
