Date,BPM
2019-04-24,52.00140433001756
2019-04-25,60.00243380062305
2019-04-26,59.634950541686294
2019-04-27,69.55148986889154
2019-04-28,53.175830743485534
2019-04-29,65.58265269886364
2019-04-30,54.189242565055764
2019-05-01,51.99904619157923
2019-05-02,65.25659070598749
2019-05-03,54.41483259970655
2019-05-04,57.20241800335169
2019-05-05,54.312933496532025
2019-05-06,67.55958117123795
2019-05-07,60.01534122955443
2019-05-08,66.82068495816307
2019-05-09,54.61726284946893
2019-05-10,52.6117428383993
2019-05-11,68.58370065628367
2019-05-12,51.9144149236857
2019-05-13,56.43185032089633
2019-05-14,52.04001277003299
2019-05-15,61.822801501166445
2019-05-16,63.67274514086045
2019-05-17,55.650711020822754
2019-05-18,57.258703859060404
2019-05-19,69.6482619754133
2019-05-20,63.95385695656535
2019-05-21,54.54781962338949
2019-05-22,60.46246792130026
2019-06-13,59.38510911424904
2019-06-14,64.80240443896425
2019-06-15,76.58840451427307
2019-06-16,53.93815163478085
2019-06-17,51.77897951393307
2019-06-18,70.89591308846353
2019-06-19,56.90758451957296
2019-06-20,61.70743853096794
2019-06-21,57.891143317230274
2019-06-22,56.79298915226999
2019-06-23,70.24006926054186
2019-06-24,56.776338893766464
2019-06-25,65.90640166397041
2019-06-26,60.90064772252403
2019-06-27,52.5363748458693
2019-06-28,52.97306183052285
2019-06-29,51.93148922483113
2019-06-30,59.09647979139505
2019-07-01,64.15832083958021
2019-07-02,54.13055612983254
2019-07-03,61.52352538393818
2019-07-04,51.05074399084319
2019-07-05,52.82293045514713
2019-07-06,70.3257714037375
2019-07-07,67.57578087457954
2019-07-08,62.2911658080519
2019-07-09,51.73399347361314
2019-07-10,52.84700835899692
2019-07-11,51.8436348751535
2019-07-12,68.06901166125024
2019-07-13,58.24246789100948
2019-07-14,60.569562693498455
2019-07-15,64.05839348510086
2019-07-16,53.31665247018739
2019-07-17,67.0275116212883
2019-07-18,54.401331783109605
2019-07-19,60.493291163503926
2019-07-20,67.56078981657814
2019-07-21,50.66366019926586
2019-07-22,62.61407346641145
2019-07-23,52.94433698689018
2019-07-24,66.5796677364546
2019-07-25,62.51598124866823
2019-07-26,53.42654448714159
2019-07-27,53.403275969313704
2019-07-28,73.15688460619575
2019-07-29,67.57789324515824
2019-07-30,54.29646547036433
2019-07-31,53.22910176531672
2019-08-01,64.29763341067286
2019-08-02,65.22559497081275
2019-08-03,51.52180217503884
2019-08-04,61.00946922501869
2019-08-05,64.38455708195168
2019-08-06,56.17396593673966
2019-08-07,78.39864246491763
2019-08-08,55.476971422959835
2019-08-09,55.75569905097348
2019-08-10,49.31697483664674
2019-08-11,63.063582059329754
2019-08-12,53.38848694558037
2019-08-13,63.508199776369736
2019-08-14,64.27703353471675
2019-08-15,54.02730595570845
2019-08-16,54.57041173893999
2019-08-17,52.878523050032776
2019-08-18,65.02963715261748
2019-08-19,54.88079539508111
2019-08-20,65.26341288354567
2019-08-21,65.58074589578872
2019-08-22,66.48620248538012
2019-08-23,52.30904103053435
2019-08-24,56.46392266294598
2019-08-25,65.24544393572134
2019-08-26,67.42188494047078
2019-08-27,69.57477698093406
2019-08-28,50.57232576985413
2019-08-29,65.12821893225662
2019-08-30,49.45470030874055
2019-08-31,59.01376579294739
2019-09-01,61.42328320538437
2019-09-02,61.635807541312886
2019-09-03,52.46656298600311
2019-09-04,64.01002484031228
2019-09-05,48.550934048921455
2019-09-06,49.2621380601123
2019-09-07,50.92311488353731
2019-09-08,62.87817122366652
2019-09-09,70.0292624150099
2019-09-10,51.451219512195124
2019-09-11,66.17816037287169
2019-09-12,52.01232186863817
2019-09-13,65.60451155175551
2019-09-14,50.75086107921929
2019-09-15,71.95837506956038
2019-09-16,53.11074789499752
2019-09-17,69.2757384326447
2019-09-18,66.4853006880529
2019-09-19,52.54345697813554
2019-09-20,54.47359174261557
2019-09-21,56.37115404272718
2019-09-22,54.720423412204234
2019-09-23,52.10425504563569
2019-09-24,60.94427315290625
2019-09-25,56.90593443076497
2019-09-26,49.04630715123095
2019-09-27,58.116138013324054
2019-09-28,52.49942778667887
2019-09-29,54.349405405405406
2019-09-30,54.44526993561169
2019-10-01,50.54820019723866
2019-10-02,71.76628701594532
2019-10-03,53.03509803921568
2019-10-04,68.32240624731828
2019-10-05,49.11852370474095
2019-10-06,66.19874147876246
2019-10-07,70.82511609524751
2019-10-08,67.94272850067537
2019-10-09,49.16578503095104
2019-10-10,49.49691241335854
2019-10-11,67.90503089143866
2019-10-12,49.44725905402731
2019-10-13,67.12474756746833
2019-10-14,55.03855747245895
2019-10-15,64.36349910351987
2019-10-16,52.49424559180657
2019-10-17,70.71757822888041
2019-10-18,51.05727064470383
2019-10-19,51.44113924050633
2019-10-20,53.56595199254253
2019-10-21,70.97293049249039
2019-10-22,53.04738511923038
2019-10-23,69.18934594449897
2019-10-24,52.34318858433426
2019-10-25,69.95614194722475
2019-10-26,64.51004556752278
2019-10-27,52.05498110956452
2019-10-28,68.23480228211686
2019-10-29,69.25769336133686
2019-10-30,67.03545695866515
2019-10-31,56.49208475401851
2019-11-01,51.46122038444345
2019-11-02,48.29736211031175
2019-11-03,61.48926636098374
2019-11-04,54.9056034930866
2019-11-05,57.50466366728849
2019-11-06,61.9771679708436
2019-11-07,61.469153203946654
2019-11-08,56.29587270014918
2019-11-09,52.87003699136868
2019-11-10,85.10380067567567
2019-11-11,54.523406221127196
2019-11-12,73.1762513312034
2019-11-13,53.25842845765862
2019-11-14,70.66607160567291
2019-11-15,56.62583448129702
2019-11-16,51.719199804830446
2019-11-17,72.94625863034148
2019-11-18,56.00386753686246
2019-11-19,71.20299765807962
2019-11-20,54.01362735381566
2019-11-21,63.93273809523809
2019-11-22,60.790097629009765
2019-11-23,74.99696917215103
2019-11-24,55.48250102333197
2019-11-25,54.07024280067758
2019-11-26,73.06681535173311
2019-11-27,70.98627955408551
2019-11-28,50.97985057731492
2019-11-29,51.19641818816142
2019-11-30,70.11959588604715
2019-12-01,51.29868114817688
